book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4954,11051889,11051889,15972972,11,1461052149,9781461052140.0,Jessica Sorensen,2011.0,,"The Fallen Star (Fallen Star, #1)",,3.91,19786,25948,1608,953,1819,5469,8048,9659,https://images.gr-assets.com/books/1331385411m/11051889.jpg,https://images.gr-assets.com/books/1331385411s/11051889.jpg
4957,18527947,18527947,26233574,49,425259862,9780425259860.0,Nora Roberts,2014.0,Shadow Spell,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",en-US,4.0,17155,25364,1787,299,1329,5744,8740,9252,https://images.gr-assets.com/books/1458263039m/18527947.jpg,https://images.gr-assets.com/books/1458263039s/18527947.jpg
4959,3492020,3492020,3533617,46,399155481,9780399155480.0,J.D. Robb,2009.0,Promises in Death,"Promises in Death (In Death, #28)",eng,4.4,24115,26149,710,96,313,2885,8604,14251,https://images.gr-assets.com/books/1417318467m/3492020.jpg,https://images.gr-assets.com/books/1417318467s/3492020.jpg
4979,33459,33459,813988,23,60735430,9780060735430.0,Christopher Moore,1994.0,Coyote Blue,Coyote Blue,en-US,3.75,19901,21556,940,270,1398,6797,8035,5056,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4995,3993839,3993839,4039913,30,312382855,9780312382860.0,Jonathan Maberry,2009.0,Patient Zero,"Patient Zero (Joe Ledger, #1)",en-US,3.98,19852,21202,1735,508,1148,4274,7523,7749,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4997,7942786,7942786,6527880,16,1841497967,9781841497970.0,Patricia Briggs,2012.0,,"Fair Game (Alpha & Omega, #3)",en-US,4.34,28322,34984,2193,96,451,4205,12997,17235,https://images.gr-assets.com/books/1327472384m/7942786.jpg,https://images.gr-assets.com/books/1327472384s/7942786.jpg
4998,17312201,17312201,23976459,16,1423194551,9781423194550.0,Rick Riordan,2013.0,The Son of Sobek,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",eng,4.26,21691,26254,1387,348,690,4023,7989,13204,https://images.gr-assets.com/books/1367948073m/17312201.jpg,https://images.gr-assets.com/books/1367948073s/17312201.jpg
5000,4701550,4701550,4765865,24,446401056,9780446401050.0,Larissa Ione,2009.0,Passion Unleashed,Passion Unleashed (Demonica #3),eng,4.32,28493,29915,1102,266,690,3868,9459,15632,https://images.gr-assets.com/books/1344267582m/4701550.jpg,https://images.gr-assets.com/books/1344267582s/4701550.jpg
5016,688191,688191,674547,35,689872372,9780689872370.0,Neal Shusterman,2006.0,Everlost,"Everlost (Skinjacker, #1)",eng,3.94,24506,25778,2431,587,1528,5731,8966,8966,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5017,8534799,8534799,13402106,23,1439136807,9781439136800.0,Kresley Cole,2011.0,Dreams of a Dark Warrior,Dreams of a Dark Warrior (Immortals After Dark #11),en-US,4.39,28315,30524,1313,179,567,3319,9425,17034,https://images.gr-assets.com/books/1285724086m/8534799.jpg,https://images.gr-assets.com/books/1285724086s/8534799.jpg
5022,4516,4516,1882717,106,8423648990,9788423648990.0,Carlos Ruiz Zafón,1999.0,Marina,Marina,spa,3.99,18260,24929,1976,304,1299,5383,9274,8669,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5023,7135858,7135858,7399114,46,1594487588,9781594487580.0,Ann Brashares,2010.0,,My Name Is Memory,eng,3.7,23498,26627,4661,852,2523,7160,9288,6804,https://images.gr-assets.com/books/1307512606m/7135858.jpg,https://images.gr-assets.com/books/1307512606s/7135858.jpg
5025,7849341,7849341,10966836,42,1450595987,9781450595990.0,Colleen Houck,2011.0,Tiger's Voyage,"Tiger's Voyage (The Tiger Saga, #3)",eng,4.35,24495,26949,2140,398,938,3294,6616,15703,https://images.gr-assets.com/books/1320459742m/7849341.jpg,https://images.gr-assets.com/books/1320459742s/7849341.jpg
5026,605015,605015,591569,33,7203116,9780007203120.0,Dean Koontz,2009.0,Dean Koontz's Frankenstein: Dead and Alive,"Dead and Alive (Dean Koontz's Frankenstein, #3)",eng,4.01,18310,20671,731,305,1070,4583,6906,7807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5032,6512140,6512140,4733312,20,385733976,9780385733980.0,Libba Bray,2009.0,Going Bovine,Going Bovine,eng,3.65,26259,27233,3602,1693,2996,6374,8229,7941,https://images.gr-assets.com/books/1320391025m/6512140.jpg,https://images.gr-assets.com/books/1320391025s/6512140.jpg
5042,74036,74036,1961195,66,749934123,9780749934120.0,J.D. Robb,1997.0,Ceremony in Death,"Ceremony in Death (In Death, #5)",eng,4.26,25093,29471,983,100,548,4478,10720,13625,https://images.gr-assets.com/books/1376018955m/74036.jpg,https://images.gr-assets.com/books/1376018955s/74036.jpg
5044,140078,140078,3159799,41,425212033,9780425212040.0,Charlaine Harris,2006.0,Grave Surprise,"Grave Surprise (Harper Connelly, #2)",en-US,3.88,27905,31027,1186,190,1340,8731,12451,8315,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5045,3304,3304,1266827,93,60535032,9780060535030.0,"Isabel Allende, Margaret Sayers Peden",2002.0,La ciudad de las bestias,"City of the Beasts (Eagle and Jaguar, #1)",eng,3.69,15497,22122,1155,635,2134,6280,7515,5558,https://images.gr-assets.com/books/1331488122m/3304.jpg,https://images.gr-assets.com/books/1331488122s/3304.jpg
5047,68497,68497,731674,46,345460014,9780345460010.0,China Miéville,2002.0,The Scar,"The Scar (Bas-Lag, #2)",eng,4.15,20745,23257,1393,245,774,3644,9104,9490,https://images.gr-assets.com/books/1320435192m/68497.jpg,https://images.gr-assets.com/books/1320435192s/68497.jpg
5048,23225,23225,3239545,45,60751649,9780060751650.0,Meg Cabot,2003.0,Haunted,"Haunted (The Mediator, #5)",eng,4.15,29460,31368,681,195,998,5959,10981,13235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5060,9376345,9376345,13673332,23,451233182,9780451233190.0,Rachel Caine,2011.0,Bite Club,"Bite Club (The Morganville Vampires, #10)",eng,4.23,25064,26990,1131,233,892,4496,8183,13186,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5074,18667307,18667307,26492586,27,2723495612,9782723495620.0,"Sui Ishida, 石田 スイ",2012.0,東京喰種トーキョーグール 1,"Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)",fre,4.43,43490,46108,940,777,1077,4554,10673,29027,https://images.gr-assets.com/books/1498748457m/18667307.jpg,https://images.gr-assets.com/books/1498748457s/18667307.jpg
5079,6618272,6618272,6812394,47,1440154236,9781440154230.0,Kiera Cass,2009.0,The Siren,The Siren,eng,3.78,21740,32274,4550,1015,2807,8396,10194,9862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5085,22910900,22910900,42475450,40,1406331163,9781406331160.0,Patrick Ness,2015.0,The Rest of Us Just Live Here,The Rest of Us Just Live Here,eng,3.76,23412,29416,5689,560,2098,8153,11561,7044,https://images.gr-assets.com/books/1429800081m/22910900.jpg,https://images.gr-assets.com/books/1429800081s/22910900.jpg
5092,30243,30243,3341458,40,553816322,9780553816330.0,Laurell K. Hamilton,2004.0,"Seduced by Moonlighty (Merry Gentry, #3)","Seduced by Moonlight (Merry Gentry, #3)",eng,4.05,26388,30253,511,401,1590,6308,9755,12199,https://images.gr-assets.com/books/1500145890m/30243.jpg,https://images.gr-assets.com/books/1500145890s/30243.jpg
5106,7991200,7991200,12469574,46,1409521966,9781409521970.0,L.A. Weatherly,2010.0,Angel ,"Angel (Angel, #1)",eng,3.89,22262,29204,2217,906,2230,6529,9184,10355,https://images.gr-assets.com/books/1326626626m/7991200.jpg,https://images.gr-assets.com/books/1326626626s/7991200.jpg
5112,2880715,2880715,2906930,28,451225007,9780451225010.0,J.R. Ward,2008.0,The Black Dagger Brotherhood: An Insider's Guide,The Black Dagger Brotherhood: An Insider's Guide,eng,4.32,26144,27288,980,209,846,4135,7012,15086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5113,6120349,6120349,6298472,18,1600104835,9781600104830.0,"Joe Hill, Gabriel Rodríguez",2009.0,Head Games ,"Locke & Key, Vol. 2: Head Games",eng,4.36,22505,24279,1430,176,388,2454,8876,12385,https://images.gr-assets.com/books/1351338040m/6120349.jpg,https://images.gr-assets.com/books/1351338040s/6120349.jpg
5124,21853633,21853633,41125528,23,1250019834,9781250019840.0,Sarah Addison Allen,2015.0,First Frost,"First Frost (Waverley Family, #2)",eng,3.95,20936,23486,3522,185,921,5727,9767,6886,https://images.gr-assets.com/books/1410962794m/21853633.jpg,https://images.gr-assets.com/books/1410962794s/21853633.jpg
5134,52640,52640,942564,54,7117140,9780007117150.0,Clive Barker,1987.0,Weaveworld,Weaveworld,eng,4.13,19251,22529,851,328,963,3829,7757,9652,https://images.gr-assets.com/books/1329374451m/52640.jpg,https://images.gr-assets.com/books/1329374451s/52640.jpg
5136,215542,215542,524457,30,689869126,9780689869130.0,D.J. MacHale,2005.0,The Rivers of Zadaa,"The Rivers of Zadaa (Pendragon, #6)",eng,4.19,20264,20945,317,200,652,3562,7165,9366,https://images.gr-assets.com/books/1432151614m/215542.jpg,https://images.gr-assets.com/books/1432151614s/215542.jpg
5139,12275680,12275680,17251309,25,345527771,9780345527780.0,Janet Evanovich,2012.0,Wicked Business,"Wicked Business (Lizzy & Diesel, #2)",eng,3.76,24162,27369,2521,492,2107,8247,9155,7368,https://images.gr-assets.com/books/1328334213m/12275680.jpg,https://images.gr-assets.com/books/1328334213s/12275680.jpg
5148,7285498,7285498,8520753,12,62002325,9780062002330.0,Courtney Allison Moulton,2011.0,Angelfire,"Angelfire (Angelfire, #1)",en-US,3.93,27704,28225,1977,1099,1997,5723,8294,11112,https://images.gr-assets.com/books/1294531919m/7285498.jpg,https://images.gr-assets.com/books/1294531919s/7285498.jpg
5151,277191,277191,1603405,53,689859392,9780689859400.0,"Holly Black, Tony DiTerlizzi",2004.0,The Ironwood Tree,"The Ironwood Tree (The Spiderwick Chronicles, #4)",eng,3.92,27293,28206,670,278,1417,7705,9741,9065,https://images.gr-assets.com/books/1417954144m/277191.jpg,https://images.gr-assets.com/books/1417954144s/277191.jpg
5159,8968,8968,11863,66,316000973,9780316000970.0,Darren Shan,2002.0,"The Vampire Prince (Cirque Du Freak, #6)","The Vampire Prince (Cirque Du Freak, #6)",,4.23,20877,22989,546,140,695,3785,7526,10843,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5171,268604,268604,1424636,54,425189031,9780425189030.0,J.D. Robb,2003.0,Portrait in Death,"Portrait in Death (In Death, #16)",eng,4.37,24958,26799,623,67,288,3247,9186,14011,https://images.gr-assets.com/books/1483391474m/268604.jpg,https://images.gr-assets.com/books/1483391474s/268604.jpg
5175,8088,8088,2321294,28,515138819,9780515138820.0,Robin McKinley,2003.0,Sunshine,Sunshine,en-US,3.85,27918,30765,3562,1136,2641,6555,9732,10701,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5179,14069,14069,2213322,54,345481291,9780345481290.0,Naomi Novik,2006.0,Throne of Jade,"Throne of Jade (Temeraire, #2)",eng,3.89,23015,26137,1624,109,1071,6847,11548,6562,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5186,18616975,18616975,24775619,15,1612184715,9781612184720.0,Scott  Meyer,2013.0,Off to Be the Wizard,"Off to Be the Wizard (Magic 2.0, #1)",eng,3.98,12885,19709,1775,253,931,3953,8318,6254,https://images.gr-assets.com/books/1390179189m/18616975.jpg,https://images.gr-assets.com/books/1390179189s/18616975.jpg
5190,13573795,13573795,19154849,6,,,Abbi Glines,2012.0,Ceaseless,"Ceaseless (Existence Trilogy, #3)",eng,4.2,27823,29045,1541,399,1186,4511,9053,13896,https://images.gr-assets.com/books/1351606331m/13573795.jpg,https://images.gr-assets.com/books/1351606331s/13573795.jpg
5193,9578590,9578590,14465478,17,1423121295,9781423121300.0,Melissa de la Cruz,2011.0,Lost In Time,"Lost in Time (Blue Bloods, #6)",eng,4.05,23154,24147,874,446,1312,4980,7271,10138,https://images.gr-assets.com/books/1298681924m/9578590.jpg,https://images.gr-assets.com/books/1298681924s/9578590.jpg
5194,199786,199786,227520,49,60725125,9780060725130.0,Meg Cabot,2001.0,Ninth Key,"Ninth Key (The Mediator, #2)",eng,4.07,29922,32154,862,130,1117,7226,11740,11941,https://images.gr-assets.com/books/1327954597m/199786.jpg,https://images.gr-assets.com/books/1327954597s/199786.jpg
5195,693172,693172,442715,48,425100650,9780425100650.0,Dean Koontz,1984.0,Twilight Eyes,Twilight Eyes,,3.86,20694,21401,406,288,1281,5963,7440,6429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5200,3678651,3678651,3722007,18,1423108760,9781423108760.0,Katie Alender,2009.0,Bad Girls Don't Die,"Bad Girls Don't Die (Bad Girls Don't Die, #1)",eng,4.07,18862,22673,2389,436,1243,4301,7121,9572,https://images.gr-assets.com/books/1344514129m/3678651.jpg,https://images.gr-assets.com/books/1344514129s/3678651.jpg
5209,13154933,13154933,18333180,41,307990672,9780307990680.0,Dean Koontz,2012.0,Odd Apocalypse,"Odd Apocalypse (Odd Thomas, #5)",eng,3.93,16063,21280,1980,272,1187,5168,7868,6785,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5213,569346,569346,556398,12,1591169283,9781591169280.0,"Arina Tanemura, Tomo Kimura",2001.0,満月をさがして 1,"Full Moon o Sagashite, Vol. 1",eng,4.06,19443,19640,183,751,1307,3549,4359,9674,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5218,84133,84133,81224,36,312369506,9780312369510.0,Sherrilyn Kenyon,2007.0,Devil May Cry,"Devil May Cry (Dark-Hunter, #11)",eng,4.32,30249,32540,1028,114,696,4487,10678,16565,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5223,12925063,12925063,18080558,9,1461072514,9781461072520.0,Amy A. Bartol,2013.0,Inescapable,"Inescapable (The Premonition, #1)",eng,4.05,25001,28592,1885,1019,1637,4720,8846,12370,https://images.gr-assets.com/books/1327896605m/12925063.jpg,https://images.gr-assets.com/books/1327896605s/12925063.jpg
5224,6918909,6918909,7146544,40,61668095,9780061668100.0,Aprilynne Pike,2011.0,Illusions,"Illusions (Wings, #3)",en-US,4.12,26291,27722,1603,365,1221,5155,9034,11947,https://images.gr-assets.com/books/1324797814m/6918909.jpg,https://images.gr-assets.com/books/1324797814s/6918909.jpg
5245,11450360,11450360,16377478,19,316133191,9780316133200.0,"Stephenie Meyer, Young Kim",2011.0,"Twilight: The Graphic Novel,","Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)",en-US,4.26,19795,20129,629,611,898,2915,3969,11736,https://images.gr-assets.com/books/1327891963m/11450360.jpg,https://images.gr-assets.com/books/1327891963s/11450360.jpg
5247,5367,5367,8810,5,380809060,9780380809070.0,Roger Zelazny,1999.0,The Great Book of Amber,"The Great Book of Amber (The Chronicles of Amber, #1-10)",eng,4.31,20748,20839,788,196,604,2683,6479,10877,https://images.gr-assets.com/books/1165519096m/5367.jpg,https://images.gr-assets.com/books/1165519096s/5367.jpg
5248,7519472,7519472,6954933,37,778303829,9780778303820.0,Gena Showalter,2010.0,The Darkest Lie (Lords of the Underworld #6),The Darkest Lie (Lords of the Underworld #6),eng,4.32,27343,28950,998,150,641,4029,9045,15085,https://images.gr-assets.com/books/1333828376m/7519472.jpg,https://images.gr-assets.com/books/1333828376s/7519472.jpg
5262,9397967,9397967,11351526,33,545284104,9780545284100.0,Meg Cabot,2011.0,Abandon,"Abandon (Abandon, #1)",eng,3.71,30934,33159,3639,1355,3226,8814,10202,9562,https://images.gr-assets.com/books/1324767084m/9397967.jpg,https://images.gr-assets.com/books/1324767084s/9397967.jpg
5264,263179,263179,255117,28,60751967,9780060751970.0,Kerrelyn Sparks,2005.0,How to Marry a Millionaire Vampire,"How to Marry a Millionaire Vampire (Love at Stake, #1)",eng,3.85,27854,29698,1528,1086,2300,6942,8931,10439,https://images.gr-assets.com/books/1343779854m/263179.jpg,https://images.gr-assets.com/books/1343779854s/263179.jpg
5271,8046350,30123368,12688312,32,557364639,9780557364630.0,Amanda Hocking,2010.0,My Blood Approves,"My Blood Approves (My Blood Approves, #1)",eng,3.83,21707,26660,1704,1082,2098,6102,8365,9013,https://images.gr-assets.com/books/1282351187m/8046350.jpg,https://images.gr-assets.com/books/1282351187s/8046350.jpg
5281,2272813,2272813,2278833,31,525478922,9780525478930.0,Heather Brewer,2008.0,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)","Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",en-US,4.14,20198,22539,1042,335,1014,4172,6613,10405,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5287,47956,47956,353853,25,451456718,9780451456720.0,Anne Bishop,1998.0,Daughter of the Blood,Daughter of the Blood (The Black Jewels #1),eng,4.12,25432,28102,1656,958,1490,4128,8035,13491,https://images.gr-assets.com/books/1400569100m/47956.jpg,https://images.gr-assets.com/books/1400569100s/47956.jpg
5288,9265891,9265891,3300232,25,765326574,9780765326580.0,Orson Scott Card,2011.0,The Lost Gate,"The Lost Gate (Mither Mages, #1)",en-US,3.82,18235,20884,2180,361,1250,5360,8705,5208,https://images.gr-assets.com/books/1312042223m/9265891.jpg,https://images.gr-assets.com/books/1312042223s/9265891.jpg
5290,31342,31342,2926086,52,5559609129,9785559609130.0,Anne Rice,1999.0,Vittorio the Vampire,"Vittorio, The Vampire (New Tales of the Vampires, #2)",eng,3.5,21402,23635,405,781,3088,8277,6533,4956,https://images.gr-assets.com/books/1289014320m/31342.jpg,https://images.gr-assets.com/books/1289014320s/31342.jpg
5293,43818,43818,43216,2,970398107,9780970398110.0,"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",2000.0,Anne Rice's The Tale of the Body Thief (Graphic Novel),Anne Rice's The Tale of the Body Thief (A Graphic Novel),eng,4.07,20511,20578,38,226,979,4432,6406,8535,https://images.gr-assets.com/books/1316019640m/43818.jpg,https://images.gr-assets.com/books/1316019640s/43818.jpg
5295,30226,30226,3341382,37,345443608,9780345443600.0,Laurell K. Hamilton,2005.0,"A Stroke of Midnight (Merry Gentry, #4)","A Stroke of Midnight (Merry Gentry, #4)",en-US,4.06,26783,29167,446,422,1554,5923,9264,12004,https://images.gr-assets.com/books/1400966510m/30226.jpg,https://images.gr-assets.com/books/1400966510s/30226.jpg
5312,102461,102461,412217,20,1593070918,9781593070920.0,Mike Mignola,1998.0,Hellboy: The Chained Coffin and Others,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)",eng,4.21,16485,16747,236,156,447,2699,5857,7588,https://images.gr-assets.com/books/1486039255m/102461.jpg,https://images.gr-assets.com/books/1486039255s/102461.jpg
5316,125926,125926,2492799,46,553590154,9780553590160.0,Kelley Armstrong,2004.0,Dime Store Magic,"Dime Store Magic (Women of the Otherworld, #3)",eng,4.07,26456,29560,1130,185,946,6197,11466,10766,https://images.gr-assets.com/books/1355183293m/125926.jpg,https://images.gr-assets.com/books/1355183293s/125926.jpg
5322,395851,395851,385351,72,006102001X,9780061020020.0,L.J. Smith,1991.0,The Struggle,"The Struggle (The Vampire Diaries, #2)",eng,3.5,23840,29037,1058,1337,4057,9093,7745,6805,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5323,112755,112755,2203425,39,440237556,9780440237560.0,Karen Marie Moning,2002.0,The Dark Highlander,"The Dark Highlander (Highlander, #5)",eng,4.31,27639,29554,1091,169,611,3948,9872,14954,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5324,112752,112752,1281288,35,440237564,9780440237560.0,Karen Marie Moning,2004.0,The Immortal Highlander ,"The Immortal Highlander (Highlander, #6)",eng,4.34,27065,28854,1076,148,572,3712,9355,15067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5333,22554204,22554204,42397963,14,1608866874,9781608866880.0,"Noelle Stevenson, Grace Ellis, Shannon Waters, Shannon Watters, Brooke A. Allen, Faith Hicks, Kat Leyh, Brooke Allen, Carolyn Nowak, Various, Carey Pietsch",2015.0,,"Lumberjanes, Vol. 1: Beware the Kitten Holy",eng,3.94,30604,31273,3246,1366,1772,6123,10210,11802,https://images.gr-assets.com/books/1435843806m/22554204.jpg,https://images.gr-assets.com/books/1435843806s/22554204.jpg
5342,7646805,7646805,10194115,59,1846054761,9781846054760.0,"James Patterson, Ned Rust",2010.0,The Gift,"The Gift (Witch & Wizard, #2)",,3.78,17070,23816,1413,661,2094,6195,7676,7190,https://images.gr-assets.com/books/1273009084m/7646805.jpg,https://images.gr-assets.com/books/1273009084s/7646805.jpg
5345,6087756,6087756,6264661,35,1416963960,9781416963970.0,Holly Black,2010.0,White Cat,"White Cat (Curse Workers, #1)",eng,3.81,29444,32957,3960,929,2241,8031,12771,8985,https://images.gr-assets.com/books/1358274572m/6087756.jpg,https://images.gr-assets.com/books/1358274572s/6087756.jpg
5347,26999,26999,948606,47,014303541X,9780143035410.0,Jasper Fforde,2004.0,Something Rotten,"Something Rotten (Thursday Next, #4)",eng,4.15,24526,27581,1257,89,495,4848,12042,10107,https://images.gr-assets.com/books/1479773726m/26999.jpg,https://images.gr-assets.com/books/1479773726s/26999.jpg
5370,7121598,7121598,7382823,25,425234339,9780425234330.0,Laurell K. Hamilton,2010.0,Bullet,"Bullet (Anita Blake, Vampire Hunter #19)",en-US,3.82,25388,27502,1128,1144,2479,6313,7744,9822,https://images.gr-assets.com/books/1292915430m/7121598.jpg,https://images.gr-assets.com/books/1292915430s/7121598.jpg
5372,199785,199785,2013729,50,60725133,9780060725140.0,Meg Cabot,2001.0,Reunion,"Reunion (The Mediator, #3)",eng,4.09,28944,30937,664,167,996,6742,11083,11949,https://images.gr-assets.com/books/1327954705m/199785.jpg,https://images.gr-assets.com/books/1327954705s/199785.jpg
5383,23224,23224,2013708,40,60725141,9780060725140.0,Meg Cabot,2001.0,Darkest Hour,"Darkest Hour (The Mediator, #4)",eng,4.16,28104,29910,685,140,791,5686,10675,12618,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5388,7973,7973,506063,39,345482409,9780345482400.0,Orson Scott Card,1999.0,Enchantment,Enchantment,,3.89,21889,23158,2210,373,1334,5621,8931,6899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5390,4415692,4415692,4463856,26,141691420X,9781416914200.0,D.J. MacHale,2009.0,The Soldiers of Halla,"The Soldiers of Halla (Pendragon, #10)",en-US,4.27,19502,19934,522,343,734,2903,5214,10740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5396,6390031,6390031,6578427,14,1597801607,9781597801610.0,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",2007.0,The Improbable Adventures of Sherlock Holmes,The Improbable Adventures of Sherlock Holmes,eng,4.37,16405,16701,272,225,373,1920,4638,9545,https://images.gr-assets.com/books/1391343317m/6390031.jpg,https://images.gr-assets.com/books/1391343317s/6390031.jpg
5398,167010,167010,1138857,17,140120077X,9781401200770.0,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003.0,"Fables, Volume 2: Animal Farm","Fables, Vol. 2: Animal Farm",eng,4.12,23951,24620,1113,133,645,4400,10514,8928,https://images.gr-assets.com/books/1364233122m/167010.jpg,https://images.gr-assets.com/books/1364233122s/167010.jpg
5403,2051840,2051840,2101855,18,61288853,9780061288850.0,Ellen Schreiber,2008.0,"The Coffin Club (Vampire Kisses, #5)","The Coffin Club (Vampire Kisses, #5)",eng,4.06,22257,23288,420,535,1556,4731,5573,10893,https://images.gr-assets.com/books/1306605099m/2051840.jpg,https://images.gr-assets.com/books/1306605099s/2051840.jpg
